Data set,Source,Field?,Dim,Predator subphylum/ class,Predator order,Predator,Predator scientific name,Predator type,Prey class,Prey order,Prey,Prey scientific name,Prey type,Data type,Replaced?,Hours starved,Temp (C ),Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Water type,Dataset ID,R2 (mean or only),a,CI a low,CI a hi,h,CI h low,CI h hi,Num bootstraps,Notes
1625,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Ambon Damsel,Pomacentrus amboinensis,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,8.28E+03,Original species mass,,,,,Marine,1625,0.38,1.59E-01,1.28E-01,2.03E-01,1.03E-04,2.18E-08,1.80E-04,200,
1626,Fitzsimons et al 2006 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Perciformes,Round goby,Neogobius melanostomus,Wild caught,Actinopterygii,Salmonidae,Lake trout,Salvelinus namaycush,Egg,Mean,N,24,11,1,,16000,9.06E+03,Original species length,Species,4.93E-01,Original species length,Species,Fresh,1626,0.16,2.06E-03,1.47E-03,2.90E-03,3.15E-01,2.56E-01,3.85E-01,200,
1627,Fitzsimons et al 2006 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Scorpaeniformes,Slimy sculpin,Cottus cognatus,Wild caught,Actinopterygii,Salmonidae,Lake trout,Salvelinus namaycush,Egg,Mean,N,24,11,1,,16000,7.92E+03,Original species length,Species,4.93E-01,Original species length,Species,Fresh,1627,0.08,4.30E-03,1.98E-03,2.23E-02,5.77E-01,4.85E-01,6.60E-01,200,
1628,Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,"Juvenile, wild caught",Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,72,10,1,,195000,3.42E+04,Original species length,Species,6.36E-01,Original species length,Order,Fresh,1628,0.77,6.05E+01,4.13E+01,9.31E+01,1.55E-05,9.48E-06,2.32E-05,200,
1629,Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,,3,Actinopterygii,Salmoniformes,Sockeye salmon,Oncorhynchus nerka,"Juvenile, wild caught",Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,72,10,1,,195000,1.00E+06,Original species length,Genus,6.36E-01,Original species length,Order,Fresh,1629,0.51,1.32E+02,6.33E+01,4.76E+02,1.01E-05,6.16E-06,1.40E-05,200,
1630,De Figueiredo et al 2007 J OF THE MARINE BIOL ASSOC OF THE UK,,3,Actinopterygii,Pleuronectiformes,European flounder,Platichthys flesus,"Juvenile, 10-13 days post hatch",Spirotrichea,Euplotidae,Ciliate,Euplotes sp.,,Raw data,N,4,11,5,,1000,8.65E-01,Original species length,Species,,,,Marine,1630,0.32,8.47E-04,-1.48E-04,1.84E-03,3.08E-05,-8.73E-06,7.04E-05,1,Weights are mgs of Carbon
1631,Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Southern flounder,Paralichthys lethostigma,Wild caught between May 5 and 23,Actinopterygii,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 5 and 23, Small",Mean,N,48,26,1,,3937500,2.88E+04,Original species length,Species,2.06E+02,Original species length,Species,Marine,1631,0.45,1.11E+00,5.94E-01,2.53E+00,9.33E-02,1.48E-02,1.70E-01,200,
1632,Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Southern flounder,Paralichthys lethostigma,Wild caught between May 28 and June 16,Actinopterygii,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 28 and June 16, Large",Mean,N,48,27,1,,3937500,2.88E+04,Original species length,Species,2.06E+02,Original species length,Species,Marine,1632,0.51,6.98E-01,3.54E-01,1.34E+00,1.05E-01,4.90E-02,1.77E-01,200,
1633,Barrios-O'Neill et al 2014 J OF ANIMAL ECOL,,3,Actinopterygii,Gasterosteiformes,Three-spined stickleback,Gasterosteus aculeatus,,Crustacea,Cladocera,Water flea,Daphnia magna,,Mean,N,24,12,1,,4000,7.64E+02,Original species mass,,2.90E+00,Original species mass,,Fresh,1633,0.66,2.15E-02,1.39E-02,4.54E-02,1.11E-02,6.95E-03,1.79E-02,200,"Data is from line, not points"
1634,Munk 1995 MARINE BIOLOGY,,3,Actinopterygii,Gadiformes,Atlantic cod,Gadus morhua,"Larva, Large",Maxillopoda,Acartiidae,Marine copepod,Acartia tonsa,Nauplii,Mean,Y,,8,,,172000,1.97E+00,Original species length,Species,1.25E-03,Original species length,Order,Marine,1634,0.64,9.76E-02,7.57E-02,1.23E-01,1.31E-03,1.14E-03,1.48E-03,200,
1635,Munk 1995 MARINE BIOLOGY,,3,Actinopterygii,Gadiformes,Atlantic cod,Gadus morhua,"Larva, Small",Maxillopoda,Acartiidae,Marine copepod,Acartia tonsa,Nauplii,Mean,Y,,8,,,172000,1.26E+00,Original species length,Species,1.25E-03,Original species length,Order,Marine,1635,0.59,1.52E-01,1.06E-01,2.27E-01,1.46E-03,1.28E-03,1.66E-03,200,
1636,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,1,,26000,9.06E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1636,0.68,7.37E-01,5.94E-01,8.74E-01,2.71E-03,2.34E-03,3.05E-03,200,
1637,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Southern mouthbrooder,Pseudocrenilabrus philander,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,1,,26000,7.30E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1637,0.81,8.03E-01,6.86E-01,9.25E-01,1.81E-03,1.56E-03,2.09E-03,200,
1638,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Banded tilapia,Tilapia sparrmanii,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,1,,26000,7.19E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1638,0.69,4.55E-01,3.81E-01,5.37E-01,3.97E-03,3.39E-03,4.54E-03,200,
1639,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,2,,26000,9.06E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1639,0.82,4.78E-01,4.04E-01,5.47E-01,3.28E-03,2.89E-03,3.65E-03,200,
1640,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Southern mouthbrooder,Pseudocrenilabrus philander,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,2,,26000,7.30E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1640,0.73,1.77E-01,1.31E-01,2.35E-01,4.99E-03,3.53E-03,6.55E-03,200,
1641,Wasserman et al 2016 FUNCTIONAL ECOLOGY,,3,Actinopterygii,Perciformes,Banded tilapia,Tilapia sparrmanii,Wild caught,Actinopterygii,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,2,,26000,7.19E+03,Original species length,Species,2.88E+01,Original species length,Species,Fresh,1641,0.6,3.08E-01,2.32E-01,3.91E-01,8.10E-03,6.73E-03,9.72E-03,200,
1642,Oyugi et al 2012 J OF THERMAL BIOLOGY,,3,Actinopterygii,Cypriniformes,Common carp,Cyprinus carpio,"Juvenile, age 1",,,fish-meal-based pellets,,pellets,Mean,N,,16,3,,45000,2.15E+04,Original species mass,,,,,Fresh,1642,0.02,2.79E+02,2.38E+02,3.35E+02,1.64E-05,1.58E-05,1.71E-05,200,
1643,Oyugi et al 2012 J OF THERMAL BIOLOGY,,3,Actinopterygii,Cypriniformes,Common carp,Cyprinus carpio,"Juvenile, age 1",,,fish-meal-based pellets,,pellets,Mean,N,,20,3,,45000,2.15E+04,Original species mass,,,,,Fresh,1643,0,6.41E+02,3.63E+02,2.41E+03,2.55E-05,2.43E-05,2.67E-05,200,
1644,Oyugi et al 2012 J OF THERMAL BIOLOGY,,3,Actinopterygii,Cypriniformes,Common carp,Cyprinus carpio,"Juvenile, age 1",,,fish-meal-based pellets,,pellets,Mean,N,,24,3,,45000,2.15E+04,Original species mass,,,,,Fresh,1644,0.03,2.38E+02,1.92E+02,2.98E+02,1.86E-05,1.76E-05,1.96E-05,200,
1645,Oyugi et al 2012 J OF THERMAL BIOLOGY,,3,Actinopterygii,Cypriniformes,Common carp,Cyprinus carpio,"Juvenile, age 1",,,fish-meal-based pellets,,pellets,Mean,N,,28,3,,45000,2.15E+04,Original species mass,,,,,Fresh,1645,0.01,3.59E+02,2.52E+02,6.08E+02,2.04E-05,1.91E-05,2.15E-05,200,
1646,Oyugi et al 2012 J OF THERMAL BIOLOGY,,3,Actinopterygii,Cypriniformes,Common carp,Cyprinus carpio,"Juvenile, age 1",Insecta,Diptera,maggots,,Dead,Mean,N,,16,3,,45000,2.15E+04,Original species mass,,3.67E+01,Original order mass,,Fresh,1646,0,1.55E+03,7.07E+02,5.39E+03,2.61E-05,2.53E-05,2.68E-05,200,
1650,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1650,0.99,1.46E+01,1.03E+01,1.88E+01,1.33E-04,9.75E-05,1.69E-04,1,
1651,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1651,0.99,1.57E+01,1.15E+01,1.99E+01,1.09E-04,8.04E-05,1.39E-04,1,
1652,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1652,0.99,2.12E+01,1.60E+01,2.63E+01,1.19E-04,9.69E-05,1.41E-04,1,
1653,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1653,0.99,1.01E+01,8.19E+00,1.21E+01,1.86E-04,1.53E-04,2.19E-04,1,"Size-matched killifish, Rivulus hartii, present"
1654,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1654,0.96,1.28E+01,5.89E+00,1.97E+01,1.47E-04,7.34E-05,2.21E-04,1,"Size-matched killifish, Rivulus hartii, present"
1655,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1655,0.96,1.59E+01,7.64E+00,2.41E+01,1.24E-04,6.65E-05,1.82E-04,1,"Size-matched killifish, Rivulus hartii, present"
1656,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1656,0.99,9.50E+00,7.01E+00,1.20E+01,2.06E-04,1.58E-04,2.55E-04,1,Size-matched guppy present
1657,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1657,0.98,1.11E+01,7.17E+00,1.50E+01,1.95E-04,1.37E-04,2.53E-04,1,Size-matched guppy present
1658,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1658,0.98,8.99E+00,5.51E+00,1.25E+01,8.41E-05,2.44E-05,1.44E-04,1,Size-matched guppy present
1659,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1659,0.98,1.26E+01,7.95E+00,1.73E+01,8.60E-05,4.21E-05,1.30E-04,1,
1660,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1660,0.99,1.61E+01,1.09E+01,2.14E+01,9.75E-05,6.42E-05,1.31E-04,1,
1661,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1661,0.98,1.75E+01,1.07E+01,2.43E+01,7.32E-05,3.86E-05,1.08E-04,1,
1662,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1662,0.88,1.13E+01,8.97E-01,2.17E+01,1.39E-04,4.58E-06,2.74E-04,1,"Size-matched killifish, Rivulus hartii, present"
1663,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1663,0.83,1.54E+01,-7.55E-01,3.17E+01,1.47E-04,2.13E-05,2.74E-04,1,"Size-matched killifish, Rivulus hartii, present"
1664,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1664,0.86,2.00E+01,9.87E-01,3.90E+01,1.46E-04,4.97E-05,2.42E-04,1,"Size-matched killifish, Rivulus hartii, present"
1665,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Small, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1665,0.91,8.29E+00,1.23E+00,1.54E+01,1.65E-04,1.67E-06,3.28E-04,1,Size-matched guppy present
1666,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Medium, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1666,0.98,1.05E+01,6.20E+00,1.47E+01,1.51E-04,8.63E-05,2.15E-04,1,Size-matched guppy present
1667,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Guppy,Poecilia reticulata,"Large, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,2,,10000,9.96E+01,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1667,0.95,1.34E+01,5.53E+00,2.13E+01,1.22E-04,4.89E-05,1.96E-04,1,Size-matched guppy present
1668,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Small, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,1.81E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1668,0.89,9.31E+00,9.62E-01,1.77E+01,1.07E-04,-3.41E-05,2.49E-04,1,
1669,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Medium, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,2.58E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1669,0.95,1.02E+01,3.63E+00,1.67E+01,7.25E-05,-1.49E-05,1.60E-04,1,
1670,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Large, Origin in an area with High Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,3.53E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1670,0.99,1.82E+01,1.31E+01,2.33E+01,1.06E-04,7.90E-05,1.33E-04,1,
1671,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Small, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,1.81E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1671,0.91,9.20E+00,1.01E+00,1.74E+01,1.12E-04,-3.10E-05,2.56E-04,1,
1672,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Medium, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,2.58E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1672,0.96,1.48E+01,6.62E+00,2.29E+01,1.16E-04,5.26E-05,1.79E-04,1,
1673,De Villemereuil and L?pez-Sepulcre 2011 ECOLOGICAL MODELLING,,3,Actinopterygii,Cyprinodontiformes,Hart's rivulus,Anablepsoides hartii,"Large, Origin in an area with Low Predation",Insecta,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,1,,10000,3.53E+02,Original species length,Species,8.69E-03,Original order length,Order,Fresh,1673,0.99,2.54E+01,1.77E+01,3.31E+01,1.41E-04,1.15E-04,1.67E-04,1,
1675,Gibson and Ezzi 1992 J OF FISH BIOLOGY,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,,Copepoda,Calanoida,copepod,Calanus finmarchicus,nauplii,Raw data,N,40,,20,,,3.41E+04,Original species length,Species,3.89E-02,Average species mass,,Marine,1675,0.99,6.60E+00,6.29E+00,6.91E+00,NaN,NaN,NaN,1,Feeding done through filtration only
1676,Gibson and Ezzi 1992 J OF FISH BIOLOGY,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,nauplii,Raw data,N,40,,20,,,3.41E+04,Original species length,Species,,,,Marine,1676,0.51,4.36E+00,9.16E-03,8.72E+00,5.97E-07,-4.64E-07,1.66E-06,1,Feeding done through filtration only
1677,Gibson and Ezzi 1992 J OF FISH BIOLOGY,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,medium Artemia,Raw data,N,40,,20,,,3.41E+04,Original species length,Species,,,,Marine,1677,0.82,5.91E+00,5.20E+00,6.62E+00,NaN,NaN,NaN,1,Feeding done through filtration only
1678,Gibson and Ezzi 1992 J OF FISH BIOLOGY,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,large Aretemia,Raw data,N,40,,20,,,3.41E+04,Original species length,Species,,,,Marine,1678,0.92,2.57E+00,-1.32E-01,5.28E+00,5.32E-08,-1.90E-06,2.01E-06,1,Feeding done through filtration only
1679,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1679,0.17,3.41E+02,1.37E+02,2.01E+03,7.19E-06,3.71E-06,1.05E-05,200,"No substrate, clear water, 1mm pellets"
1680,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1680,0.08,7.34E+02,2.37E+02,5.15E+03,7.57E-06,5.05E-06,1.00E-05,200,"Substrate, dark aquarium gravel, 2-5mm in size, 10mm depth, clear water, 1mm pellets"
1681,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1681,0.41,1.82E+02,1.17E+02,5.01E+02,6.40E-06,3.80E-06,9.50E-06,200,"Clear water, 0.01±0 FTU, no substrate, 1mm pellets"
1682,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1682,0.21,2.09E+02,8.90E+01,2.45E+03,7.21E-06,2.84E-06,1.18E-05,200,"Turbid water, 3.41±0.5 FTU, no substrate, 1mm pellets"
1683,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1683,0.2,2.21E+02,9.29E+01,3.00E+03,7.98E-06,3.16E-06,1.25E-05,200,"Clear water, 0.01±0 FTU, no substrate, 2mm pellets"
1684,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1684,0.19,2.52E+02,8.00E+01,2.62E+03,8.44E-06,2.65E-06,1.25E-05,200,"Turbid water, 3.41±0.5 FTU, no substrate, 2mm pellets"
1685,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1685,0.71,9.59E+01,7.41E+01,1.38E+02,3.33E-06,1.87E-06,5.07E-06,200,"Clear water, 0.01±0 FTU, no substrate, 1mm pellets"
1686,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1686,0.21,1.81E+02,8.76E+01,1.78E+03,6.70E-06,3.07E-06,1.15E-05,200,"Clear water, 0.01±0 FTU, no substrate, 2mm pellets"
1687,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1687,0.27,1.69E+02,9.20E+01,1.80E+03,6.22E-06,2.94E-06,1.12E-05,200,"Turbid water, 3.41±0.5 FTU, no substrate, 1mm pellets"
1688,Murray et al 2016 HYDROBIOLOGIA,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,>1 year old,,,fish-meal-based pellets,,pellets,Mean,N,24,18,3,,55614,2.05E+04,Original species mass,,,,,Fresh,1688,0.14,3.23E+02,9.81E+01,3.24E+03,8.33E-06,4.02E-06,1.15E-05,200,"Turbid water, 3.41±0.5 FTU, no substrate, 2mm pellets"
1689,Vollset and Bailey 2011 J OF FISH BIOLOGY,,3,Actinopterygii,Gasterosteiformes,Three-spined stickleback,Gasterosteus aculeatus,Wild caught,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Raw data,N,48,14.95,7,,20000,2.89E+01,Original species length,Species,,,,Marine,1689,0.84,1.25E-01,9.22E-02,1.58E-01,6.05E-04,5.35E-04,6.75E-04,1,Clear water
1690,Vollset and Bailey 2011 J OF FISH BIOLOGY,,3,Actinopterygii,Gasterosteiformes,Three-spined stickleback,Gasterosteus aculeatus,Wild caught,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Raw data,N,48,14.95,1,,20000,2.89E+01,Original species length,Species,,,,Marine,1690,0.68,1.90E-01,1.19E-01,2.62E-01,6.62E-04,5.70E-04,7.53E-04,1,Clear water
1691,Vollset and Bailey 2011 J OF FISH BIOLOGY,,3,Actinopterygii,Gasterosteiformes,Three-spined stickleback,Gasterosteus aculeatus,Wild caught,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Raw data,N,48,14.95,7,,20000,2.89E+01,Original species length,Species,,,,Marine,1691,0.91,7.46E-02,5.78E-02,9.14E-02,6.40E-04,5.67E-04,7.13E-04,1,"Turbid water, 6.8±2.2 beam attenuation coefficient (m-1)"
