source,dim,field,water,famly,species,type,prey_cellularity,vert,major_grouping_prey_1,major_grouping_prey_2,prey,prey_species,prey_type,data_type,replace_prey,starvation_time,temp,interference,preds_per_arena,arena_2d,arena_3d,pred_mass,pred_mass_source_code,pred_mass_reg_code,prey_mass,prey_mass_source_code,prey_mass_reg_code,a_units,mean_r2_of_fits,a,a_low,a_hi,h,h_low,h_hi,n_boots,notes_1,notes_2
Letcher et al 1997 CJFAS,3,,Fresh,Clupeiformes,Alosa pseudoharengus,13 days old,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Mean,Y,,22,,10,,9000,1.42E+01,Original species length,Species,,,,m^3 per pred per day,0.59,2.76E-03,2.24E-03,3.79E-03,1.11E-03,8.30E-04,1.46E-03,200,,
Letcher et al 1997 CJFAS,3,,Fresh,Perciformes,Perca fluviatilis,41 days old,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Mean,Y,,22,,5,,9000,7.23E+01,Original species length,Species,,,,m^3 per pred per day,0.72,2.51E-02,2.17E-02,2.98E-02,3.77E-04,3.46E-04,4.17E-04,200,,
Letcher et al 1997 CJFAS,3,,Fresh,Salmoniformes,Coregonus hoyi,28 days old,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Mean,Y,,22,,5,,9000,1.02E+02,Original species length,Species,,,,m^3 per pred per day,0.68,2.09E-02,1.70E-02,2.59E-02,6.18E-04,5.65E-04,6.77E-04,200,,
Letcher et al 1997 CJFAS,3,,Fresh,Clupeiformes,Alosa pseudoharengus,28 days old,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Mean,Y,,22,,5,,9000,1.00E+02,Original species length,Species,,,,m^3 per pred per day,0.71,1.75E-02,1.45E-02,2.32E-02,8.45E-04,7.85E-04,9.27E-04,200,,
Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,3,,Fresh,Perciformes,Sander vitreus,Young of the year,Metazoan,Vertebrate,Fish,Cyprinidae,Carp,Cyprinus carpio,Larva,Mean,N,12,,,1,,30000,1.42E+02,Original species length,Species,1.89E+00,Original speices mass,,m^3 per pred per day,0.44,6.92E+00,5.21E+00,9.61E+00,4.69E-04,4.23E-04,5.14E-04,200,,
Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,3,,Fresh,Perciformes,Sander vitreus,Young of the year,Metazoan,Vertebrate,Fish,Cyprinidae,Carp,Cyprinus carpio,Larva,Mean,N,12,,,1,,30000,1.42E+02,Original species length,Species,1.89E+00,Original speices mass,,m^3 per pred per day,0.63,1.75E+00,9.39E-01,3.10E+00,6.09E-04,3.81E-04,7.46E-04,200,Daphnia pulex present at a density of 30 individuals per Liter (900 individuals per tank),
Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,3,,Marine,Clupeiformes,Clupea harengus,"Juvenile, Small",Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",,172000,8.61E+00,Original species length,Species,1.70E-04,Original speices mass,,m^3 per pred per day,0.07,2.93E-01,2.07E-01,4.20E-01,7.60E-04,6.84E-04,8.30E-04,200,,
Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,3,,Marine,Clupeiformes,Clupea harengus,"Juvenile, Medium",Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",,172000,1.01E+01,Original species length,Species,1.70E-04,Original speices mass,,m^3 per pred per day,0.11,3.14E-01,2.52E-01,3.90E-01,6.66E-04,6.22E-04,7.10E-04,200,,
Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,3,,Marine,Clupeiformes,Clupea harengus,"Juvenile, Large",Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,,9,,172000,1.21E+01,Original species length,Species,1.70E-04,Original speices mass,,m^3 per pred per day,0.05,2.93E-01,1.52E-01,1.99E+00,1.32E-03,9.10E-04,1.78E-03,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Acanthochromis polyacanthus,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,1.91E+04,Original species mass,,,,,m^3 per pred per day,0.47,1.31E-01,1.02E-01,2.09E-01,4.94E-10,2.37E-11,4.83E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Abudefduf sexfasciatus,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,3.56E+04,Original species mass,,,,,m^3 per pred per day,0.56,4.59E-01,2.58E-01,7.06E-01,6.32E-04,3.18E-04,9.27E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Chromis atripectoralis,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,5.63E+03,Original species mass,,,,,m^3 per pred per day,0.49,1.77E-01,8.70E-02,3.52E-01,1.28E-03,8.62E-05,2.22E-03,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Chromis viridis,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,4.54E+03,Original species mass,,,,,m^3 per pred per day,0.26,6.19E-01,3.72E-01,9.79E-01,2.47E-03,1.88E-03,3.01E-03,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Chrysiptera rollandi,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,1.18E+03,Original species mass,,,,,m^3 per pred per day,0.57,4.74E-01,2.59E-01,7.57E-01,4.84E-04,2.29E-04,6.66E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Dascyllus aruanus,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,3.55E+03,Original species mass,,,,,m^3 per pred per day,0.78,4.24E-01,3.29E-01,5.33E-01,1.77E-04,1.24E-04,2.42E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Dascyllus reticulatus,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,4.79E+03,Original species mass,,,,,m^3 per pred per day,0.7,4.43E-01,2.88E-01,6.66E-01,4.92E-04,3.20E-04,6.45E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Neopomacentrus azysron,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,3.81E+03,Original species mass,,,,,m^3 per pred per day,0.43,2.72E-01,9.72E-02,5.52E-01,1.07E-03,4.95E-10,1.81E-03,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Pomacentrus moluccensis,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,3.65E+03,Original species mass,,,,,m^3 per pred per day,0.61,5.08E-01,3.43E-01,7.19E-01,5.29E-04,2.92E-04,7.26E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Amblyglyphidodon curacao,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,1.88E+04,Original species mass,,,,,m^3 per pred per day,0.7,4.65E-01,3.08E-01,6.47E-01,3.74E-04,2.20E-04,5.11E-04,200,,
Cowan et al 2016 CORAL REEFS,3,,Marine,Perciformes,Pomacentrus amboinensis,Wild caught,Metazoan,Invertebrate,Echinoderm,,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,,1,,10000,8.28E+03,Original species mass,,,,,m^3 per pred per day,0.85,2.24E-01,1.66E-01,3.11E-01,1.43E-04,6.14E-05,2.21E-04,200,,
Fitzsimons et al 2006 J OF GREAT LAKES RSRCH,3,,Fresh,Perciformes,Neogobius melanostomus,Wild caught,Metazoan,Vertebrate,Fish,Salmonidae,Lake trout,Salvelinus namaycush,Egg,Mean,N,24,11,,1,,16000,9.06E+03,Original species length,Species,4.93E-01,Original species length,Species,m^3 per pred per day,0.22,1.64E-03,1.31E-03,1.93E-03,3.29E-01,2.83E-01,3.83E-01,200,,
Fitzsimons et al 2006 J OF GREAT LAKES RSRCH,3,,Fresh,Scorpaeniformes,Cottus cognatus,Wild caught,Metazoan,Vertebrate,Fish,Salmonidae,Lake trout,Salvelinus namaycush,Egg,Mean,N,24,11,,1,,16000,7.92E+03,Original species length,Species,4.93E-01,Original species length,Species,m^3 per pred per day,0.26,2.27E-03,1.44E-03,3.79E-03,5.83E-01,5.17E-01,6.58E-01,200,,
Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,3,,Fresh,Salmoniformes,Oncorhynchus mykiss,"Juvenile, wild caught",Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,Mean,N,72,10,,1,,195000,3.42E+04,Original species length,Species,6.36E-01,Original species length,Order,m^3 per pred per day,0.77,5.83E+01,3.89E+01,8.84E+01,1.50E-05,8.38E-06,2.15E-05,200,,
Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA,3,,Fresh,Salmoniformes,Oncorhynchus nerka,"Juvenile, wild caught",Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia pulex,,Mean,N,72,10,,1,,195000,1.00E+06,Original species length,Genus,6.36E-01,Original species length,Order,m^3 per pred per day,0.52,1.36E+02,6.44E+01,4.10E+02,1.01E-05,5.57E-06,1.46E-05,200,,
De Figueiredo et al 2007 J OF THE MARINE BIOL ASSOC OF THE UK,3,,Marine,Pleuronectiformes,Platichthys flesus,"Juvenile, 10-13 days post hatch",Unicell,Protozoan,Ciliate,,Ciliate,Euplotes sp.,,Raw data,N,4,11,,5,,1000,8.65E-01,Original species length,Species,,,,m^3 per pred per day,0.35,7.70E-04,4.21E-04,2.01E-03,2.60E-05,3.09E-12,6.25E-05,200,Weights are mgs of Carbon,
Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,3,,Marine,Pleuronectiformes,Paralichthys lethostigma,Wild caught between May 5 and 23,Metazoan,Vertebrate,Fish,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 5 and 23, Small",Mean,N,48,26,,1,,3937500,2.88E+04,Original species length,Species,2.06E+02,Original species length,Species,m^3 per pred per day,0.42,1.17E+00,6.69E-01,2.80E+00,1.01E-01,2.52E-02,1.79E-01,200,,
Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES,3,,Marine,Pleuronectiformes,Paralichthys lethostigma,Wild caught between May 28 and June 16,Metazoan,Vertebrate,Fish,Sciaenidae,Spot,Leiostomus xanthurus,"Wild caught between May 28 and June 16, Large",Mean,N,48,27,,1,,3937500,2.88E+04,Original species length,Species,2.06E+02,Original species length,Species,m^3 per pred per day,0.53,6.55E-01,2.94E-01,1.28E+00,1.06E-01,1.49E-02,1.72E-01,200,,
Barrios-O'Neill et al 2014 J OF ANIMAL ECOL,3,,Fresh,Gasterosteiformes,Gasterosteus aculeatus,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,Mean,N,24,12,,1,,4000,7.64E+02,Original species mass,,2.90E+00,Original species mass,,m^3 per pred per day,0.75,2.12E-02,1.34E-02,3.49E-02,1.03E-02,6.10E-03,1.56E-02,200,"Data is from line, not points",
Munk 1995 MARINE BIOLOGY,3,,Marine,Gadiformes,Gadus morhua,"Larva, Large",Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,Nauplii,Mean,Y,,8,,1,,172000,1.97E+00,Original species length,Species,1.25E-03,Original species length,Order,m^3 per pred per day,0.76,9.69E-02,8.07E-02,1.20E-01,1.30E-03,1.20E-03,1.44E-03,200,,
Munk 1995 MARINE BIOLOGY,3,,Marine,Gadiformes,Gadus morhua,"Larva, Small",Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,Nauplii,Mean,Y,,8,,1,,172000,1.26E+00,Original species length,Species,1.25E-03,Original species length,Order,m^3 per pred per day,0.67,1.60E-01,1.15E-01,2.01E-01,1.47E-03,1.34E-03,1.60E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Lepomis macrochirus,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,1,,26000,9.06E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.72,7.24E-01,6.31E-01,8.34E-01,2.68E-03,2.38E-03,2.97E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Pseudocrenilabrus philander,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,1,,26000,7.30E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.84,8.01E-01,7.18E-01,8.76E-01,1.81E-03,1.65E-03,1.94E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Tilapia sparrmanii,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,1,,26000,7.19E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.72,4.55E-01,4.11E-01,5.06E-01,3.95E-03,3.58E-03,4.40E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Lepomis macrochirus,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,9.06E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.86,4.70E-01,4.25E-01,5.21E-01,3.26E-03,2.97E-03,3.53E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Pseudocrenilabrus philander,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,7.30E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.77,1.77E-01,1.42E-01,2.14E-01,5.01E-03,3.92E-03,6.03E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,Tilapia sparrmanii,Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,7.19E+03,Original species length,Species,2.88E+01,Original species length,Species,m^3 per pred per day,0.63,3.07E-01,2.60E-01,3.78E-01,8.14E-03,7.00E-03,9.12E-03,200,,
Oyugi et al 2012 J OF THERMAL BIOLOGY,3,,Fresh,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,,16,,3,,45000,2.15E+04,Original species mass,,,,,m^3 per pred per day,0.85,1.04E+02,9.05E+01,1.27E+02,2.40E-05,2.27E-05,2.53E-05,200,,
Oyugi et al 2012 J OF THERMAL BIOLOGY,3,,Fresh,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,,20,,3,,45000,2.15E+04,Original species mass,,,,,m^3 per pred per day,0.21,4.84E+02,3.00E+02,9.50E+02,2.94E-05,2.80E-05,3.04E-05,200,,
Oyugi et al 2012 J OF THERMAL BIOLOGY,3,,Fresh,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,,24,,3,,45000,2.15E+04,Original species mass,,,,,m^3 per pred per day,0.64,1.69E+02,1.46E+02,2.03E+02,2.05E-05,1.95E-05,2.15E-05,200,,
Oyugi et al 2012 J OF THERMAL BIOLOGY,3,,Fresh,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,,28,,3,,45000,2.15E+04,Original species mass,,,,,m^3 per pred per day,0.38,2.41E+02,1.81E+02,3.23E+02,2.31E-05,2.19E-05,2.41E-05,200,,
Oyugi et al 2012 J OF THERMAL BIOLOGY,3,,Fresh,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",Metazoan,Invertebrate,Insect,Diptera,maggots,,Dead,Mean,N,,16,,3,,45000,2.15E+04,Original species mass,,3.67E+01,Original order mass,,m^3 per pred per day,0.15,6.46E+02,3.39E+02,2.59E+03,4.19E-05,4.02E-05,4.38E-05,200,,
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.89,1.53E+01,1.22E+01,2.00E+01,1.29E-04,1.02E-04,1.58E-04,200,,
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.71,1.55E+01,9.29E+00,3.05E+01,1.83E-04,1.05E-04,3.09E-04,200,"Size-matched killifish, Rivulus hartii, present",
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.85,1.01E+01,7.00E+00,1.46E+01,1.84E-04,6.58E-05,2.76E-04,200,,
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,"Medium, Origin in an area with High Predation",Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.93,1.51E+01,1.23E+01,1.81E+01,9.00E-05,6.26E-05,1.12E-04,200,"Size-matched killifish, Rivulus hartii, present",
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,"Large, Origin in an area with High Predation",Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,7.50E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.78,1.57E+01,1.11E+01,2.69E+01,1.66E-04,1.21E-04,2.66E-04,200,"Size-matched killifish, Rivulus hartii, present",
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Poecilia reticulata,"Small, Origin in an area with High Predation",Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,2,,10000,5.49E+01,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.81,1.15E+01,7.92E+00,1.59E+01,1.84E-04,1.10E-04,2.36E-04,200,Size-matched guppy present,
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Anablepsoides hartii,"Medium, Origin in an area with High Predation",Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,2.58E+02,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.79,1.23E+01,7.42E+00,1.99E+01,1.04E-04,4.89E-05,2.00E-04,200,,
De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD,3,,Fresh,Cyprinodontiformes,Anablepsoides hartii,"Medium, Origin in an area with Low Predation",Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,Raw data,Y,,,,1,,10000,2.58E+02,Original species length,Species,8.69E-03,Original order length,Order,m^3 per pred per day,0.78,1.61E+01,1.03E+01,2.35E+01,1.43E-04,9.34E-05,1.88E-04,200,,
Kroetz and Powers 2015 ENV BIOL FISHES,2,,Marine,Carcharhiniformes,Sphyrna tiburo,Wild caught,Metazoan,Invertebrate,Crustacean,Decapod,Brown shrimp,Farfantepenaeus aztecus,,Mean,N,24,29.4,,1,235619.45,23561944.9,2.77E+06,Original species length,Species,9.20E+03,Original species mass,,m^2 per pred per day,0.28,2.15E+01,1.06E+01,5.84E+01,8.44E-02,2.82E-08,1.59E-01,200,Four 1 m2 panels of artificial sea grass in experimental arena,
Gibson and Ezzi 1992 J OF FISH BIOLOGY,3,,Marine,Clupeiformes,Clupea harengus,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Calanus finmarchicus,nauplii,Raw data,N,40,,,20,,,3.41E+04,Original species length,Species,3.89E-02,Average species mass,,m^3 per pred per day,0.99,6.65E+00,6.35E+00,7.31E+00,4.38E-14,2.42E-14,5.87E-07,200,Feeding done through filtration only,
Gibson and Ezzi 1992 J OF FISH BIOLOGY,3,,Marine,Clupeiformes,Clupea harengus,,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,nauplii,Raw data,N,40,,,20,,,3.41E+04,Original species length,Species,,,,m^3 per pred per day,0.54,4.42E+00,2.69E+00,8.05E+00,5.50E-07,7.22E-14,1.36E-06,200,Feeding done through filtration only,
Gibson and Ezzi 1992 J OF FISH BIOLOGY,3,,Marine,Clupeiformes,Clupea harengus,,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,medium Artemia,Raw data,N,40,,,20,,,3.41E+04,Original species length,Species,,,,m^3 per pred per day,0.83,6.12E+00,5.44E+00,7.87E+00,5.91E-14,2.32E-14,3.17E-07,200,Feeding done through filtration only,
Gibson and Ezzi 1992 J OF FISH BIOLOGY,3,,Marine,Clupeiformes,Clupea harengus,,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,large Aretemia,Raw data,N,40,,,20,,,3.41E+04,Original species length,Species,,,,m^3 per pred per day,0.88,2.81E+00,2.06E+00,1.51E+01,1.83E-07,2.52E-14,2.73E-06,200,Feeding done through filtration only,
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.31,2.44E+02,1.43E+02,5.17E+02,5.77E-06,3.19E-06,9.16E-06,200,"No substrate, clear water, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.22,3.43E+02,1.65E+02,7.97E+02,5.66E-06,2.13E-06,8.45E-06,200,"Substrate, dark aquarium gravel, 2-5mm in size, 10mm depth, clear water, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.57,1.68E+02,1.10E+02,2.49E+02,5.93E-06,3.55E-06,8.09E-06,200,"Clear water, 0.01±0 FTU, no substrate, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.41,1.77E+02,1.06E+02,3.45E+02,6.29E-06,3.54E-06,9.53E-06,200,"Turbid water, 3.41±0.5 FTU, no substrate, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.44,1.96E+02,1.13E+02,3.32E+02,6.83E-06,3.90E-06,9.55E-06,200,"Clear water, 0.01±0 FTU, no substrate, 2mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.4,1.83E+02,9.59E+01,3.25E+02,6.70E-06,2.82E-06,9.76E-06,200,"Turbid water, 3.41±0.5 FTU, no substrate, 2mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.82,9.90E+01,7.41E+01,1.31E+02,3.41E-06,1.99E-06,4.53E-06,200,"Clear water, 0.01±0 FTU, no substrate, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.47,1.59E+02,9.68E+01,2.65E+02,5.82E-06,3.17E-06,8.42E-06,200,"Clear water, 0.01±0 FTU, no substrate, 2mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.52,1.60E+02,1.06E+02,3.05E+02,5.64E-06,3.53E-06,8.38E-06,200,"Turbid water, 3.41±0.5 FTU, no substrate, 1mm pellets",
Murray et al 2016 HYDROBIOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,>1 year old,Non living food,Non living food,Non living food,,fish-meal-based pellets,,pellets,Mean,N,24,18,,3,,55614,2.05E+04,Original species mass,,,,,m^3 per pred per day,0.39,2.03E+02,1.15E+02,4.34E+02,6.36E-06,3.36E-06,9.62E-06,200,"Turbid water, 3.41±0.5 FTU, no substrate, 2mm pellets",
